Country,Gender,Localized Name
NO,M,Lucas
NO,M,Oliver
NO,M,Isak
NO,M,William
NO,M,Filip
NO,M,Aksel
NO,M,Theodor
NP,F,Shristi
NP,F,Sunita
NP,F,Rabina
NP,F,Asmita
NP,F,Niharika
NP,F,Binita
NP,F,Aasha
NP,F,Kabita
NP,F,Sita
NP,F,Gita
NP,M,Krishna
NP,M,Kiran
NP,M,Bishal
NP,M,Bibek
NP,M,Siddhartha
NP,M,Manish
NP,M,Mahesh
NP,M,Kamal
NP,M,Prem
NP,M,Prakash
NZ,F,Mia
NZ,F,Aria
NZ,F,Maia
NZ,F,Aurora
NZ,F,Amaia
NZ,F,Kiara
NZ,F,Kaia
NZ,F,Amara
NZ,F,Kora
NZ,F,Maria
NZ,M,Nikau
NZ,M,Ari
NZ,M,Niko
NZ,M,Koa
NZ,M,Mateo
NZ,M,Keanu
NZ,M,Mikaere
NZ,M,Manaia
NZ,M,Kairo
NZ,M,Kiwa
NZ,F,Isla
NZ,F,Amelia
NZ,F,Charlotte
NZ,F,Mila
NZ,F,Lily
NZ,F,Ava
NZ,F,Willow
NZ,F,Olivia
NZ,F,Harper
NZ,F,Sophie
NZ,M,Oliver
NZ,M,Noah
NZ,M,Leo
NZ,M,Jack
NZ,M,Luca
NZ,M,Theodore
NZ,M,George
NZ,M,Charlie
NZ,M,Hudson
NZ,M,William
PA,F,Emma
PA,F,Ana
PA,F,Isabella
PA,F,Camila
PA,F,Emily
PA,M,Thiago
PA,M,Ian
PA,M,Lucas
PA,M,Dylan
PA,M,Luis
PA,M,Juan
PA,M,Eithan
PA,M,Carlos
PA,M,Liam
PE,F,Mia
PE,F,Camila
PE,F,Alessia
PE,F,Luciana
PE,F,Zoe
PE,F,Valentina
PE,F,Aitana
PE,F,Danna
PE,F,Luana
PE,F,Ariana
PE,M,Liam
PE,M,Thiago
PE,M,Dylan
PE,M,Gael
PE,M,Mateo
PE,M,Ian
PE,M,Luis
PE,M,Lucas
PE,M,Santiago
PE,M,Juan
PF,F,Tiare
PF,F,Hinano
PF,F,Poema
PF,F,Maeva
PF,F,Hina
PF,F,Vaea
PF,F,Titaua
PF,F,Moea
PF,F,Moeata
PF,F,Tarita
PF,F,Titaina
PF,F,Teura
PF,F,Heikapu
PF,F,Mareva
PF,M,Hiro
PF,M,Teiki
PF,M,Moana
PF,M,Manua
PF,M,Marama
PF,M,Teiva
PF,M,Teva
PF,M,Maui
PF,M,Tehei
PF,M,Tamatoa
PF,M,Ioane
PF,M,Tapuarii
PH,F,Althea
PH,F,Angel
PH,F,Samantha
PH,F,Sophia
PH,F,Sofia
PH,F,Andrea
PH,F,Nathalie
PH,F,Princess
PH,F,Angela
PH,F,Chloe
PH,M,Jacob
PH,M,Nathaniel
PH,M,Gabriel
PH,M,Ezekiel
PH,M,Nathan
PH,M,Ethan
PH,M,Angelo
PH,M,James
PH,M,Matthew
PH,M,Zion
PK,F,Fatima
PK,F,Fozia
PK,F,Bismah
PK,F,Sobia
PK,F,Farrah
PK,F,Maryam
PK,F,Farzana
PK,F,Ayesha
PK,F,Sakeena
PK,F,Zainab
PK,M,Mohammad
PK,M,Ali
PK,M,Hussain
PK,M,Omar
PK,M,Bilal
PK,M,Usman
PK,M,Zahid
PK,M,Shahid
PK,M,Saqib
PK,M,Nomaan
PL,F,Zofia
PL,F,Zuzanna
PL,F,Hanna
PL,F,Maja
PL,F,Laura
PL,F,Julia
PL,F,Oliwia
PL,F,Alicja
PL,F,Lena
PL,F,Pola
PL,M,Antoni
PL,M,Jan
PL,M,Aleksander
PL,M,Franciszek
PL,M,Nikodem
PL,M,Jakub
PL,M,Leon
PL,M,Szymon
PR,F,Valentina
PR,F,Emma
PR,F,Victoria
PR,F,Luna
PR,F,Aurora
PR,F,Amaia
PR,F,Catalina
PR,F,Milena
PR,F,Gianna
PR,M,Liam
PR,M,Thiago
PR,M,Noah
PR,M,Mateo
PR,M,Lucas
PR,M,Dylan
PR,M,Ian
PR,M,Ethan
PT,F,Maria
PT,F,Alice
PT,F,Leonor
PT,F,Matilde
PT,F,Benedita
PT,F,Carolina
PT,F,Beatriz
PT,F,Margarida
PT,F,Francisca
PT,F,Camila
PT,M,Francisco
PT,M,Afonso
PT,M,Duarte
PT,M,Santiago
PT,M,Martim
PT,M,Miguel
PT,M,Gabriel
PY,F,Elizabeth
PY,F,Beatriz
PY,F,Ramona
PY,F,Liz
PY,F,Carolina
PY,F,Mabel
PY,F,Raquel
PY,M,Juan
PY,M,Antonio
PY,M,Carlos
PY,M,Daniel
PY,M,Luis
PY,M,Javier
PY,M,David
RO,F,Sofia
RO,F,Amelia
RO,F,Anastasia
RO,F,Maria
RO,F,Victoria
RO,F,Daria
RO,F,Eva
RO,F,Alexandra
RO,F,Evelina
RO,F,Andreea
RO,M,David
RO,M,Matei
RO,M,Bogdan
RO,M,Maxim
RO,M,Alexandru
RO,M,Damian
RO,M,Daniel
RO,M,Artiom
RO,M,Ion
RO,M,Gabriel
RS,F,Mia
RS,F,Ema
RS,F,Mila
RS,F,Lara
RS,F,Lina
RS,F,Sofia
RS,F,Hana
RS,F,Ana
RS,F,Lea
RS,F,Natalija
RS,M,Relja
RS,M,Mateo
RS,M,Noa
RS,M,Emil
RS,M,Leon
RS,M,Teo
RS,M,Matija
RS,M,Filip
RS,M,Nikola
RS,M,Danijel
RU,F,Yeva
RU,F,Sofiya
RU,F,Anna
RU,F,Viktoriya
RU,F,Mariya
RU,F,Alisa
RU,F,Varvara
RU,F,Polina
RU,F,Vasilisa
RU,F,Anastasiya
RU,M,Artem
RU,M,Mikhail
RU,M,Aleksandr
RU,M,Matvey
RU,M,Timofey
RU,M,Lev
RU,M,Dmitry
RU,M,Mark
RU,M,Roman
RU,M,Ivan
SA,F,Sara
SA,F,Latifa
SA,F,Nora
SA,F,Hessa
SA,F,Maysoun
SA,F,Maha
SA,F,Nouf
SA,F,Noor
SA,F,Reema
SA,F,Alanoud
SA,M,Mohammad
SA,M,Fahd
SA,M,Abdullah
SA,M,Abdulrahman
SA,M,Turki
SA,M,Bandar
SA,M,Omar
SA,M,Ali
SI,F,Ema
SI,F,Zala
SI,F,Mia
SI,F,Julija
SI,F,Hana
SI,F,Sofija
SI,F,Ajda
SI,F,Vita
SI,F,Lana
SI,F,Nika
SI,F,Mila
SI,F,Sara
SI,M,Filip
SI,M,Luka
SI,M,Nik
SI,M,Mark
SI,M,Jakob
SI,M,Liam
SI,M,Lan
SI,M,Oskar
SI,M,Tim
SI,M,Lovro
SK,F,Sofia
SK,F,Nina
SK,F,Ema
SK,F,Nela
SK,F,Mia
SK,F,Olivia
SK,M,Jakub
SK,M,Samuel
SK,M,Adam
SK,M,Michal
SK,M,Oliver
SK,M,Filip
SK,M,Martin
SK,M,Matej
SK,M,Richard
SM,F,Aurora
SM,F,Sofia
SM,M,Tommaso
SM,M,Edoardo
SM,M,Leonardo
SV,F,Astrid
SV,F,Maja
SV,F,Alma
SV,F,Vera
SV,F,Freja
SV,F,Leah
SV,F,Ella
SV,F,Alice
SV,F,Selma
SV,F,Lilly
SV,M,William
SV,M,Liam
SV,M,Noah
SV,M,Hugo
SV,M,Oliver
SV,M,Lucas
SV,M,Nils
SV,M,Matteo
SV,M,Valter
SV,M,August
TH,M,Somchai
TH,M,Somsak
TH,M,Somporn
TH,M,Somboon
TH,M,Prasert
TJ,F,Sumayah
TJ,F,Asiya
TJ,F,Oisha
TJ,F,Googoosh
TJ,F,Anohito
TJ,F,Indira
TJ,M,Muhammad
TJ,M,Yusuf
TJ,M,Abdullo
TJ,M,Abubakr
TN,F,Mariam
TN,F,Shayma
TN,F,Khawla
TN,M,Mehdi
TN,M,Youssef
TN,M,Aziz
TN,M,Karim
TR,F,Fatma
TR,F,Emine
TR,F,Hatice
TR,F,Zeynep
TR,F,Elif
TR,F,Meryem
TR,F,Zehra
TR,F,Sultan
TR,M,Mehmet
TR,M,Mustafa
TR,M,Ahmet
TR,M,Ali
TR,M,Hasan
TR,M,Ibrahim
TR,M,Osman
TR,M,Yusuf
TR,F,Zeynep
TR,F,Elif
TR,F,Asel
TR,F,Asya
TR,F,Defne
TR,F,Nehir
TR,F,Azra
TR,F,Ecrin
TR,M,Yusuf
TR,M,Alparslan
TR,M,Eymen
TR,M,Mustafa
TR,M,Aras
UA,F,Anna
UA,F,Anastasiya
UA,F,Veronika
UA,F,Sofiya
UA,F,Oleksandra
UA,F,Mariya
UA,F,Viktoriya
UA,F,Milana
UA,F,Yeva
UA,F,Solomiya
UA,M,Artem
UA,M,Dmytro
UA,M,Ivan
UA,M,Maksym
UA,M,Mykhaylo
UA,M,Danylo
UA,M,Vladyslav
UA,M,Oleksandr
UA,M,Andriy
US,F,Mary
US,F,Patricia
US,F,Linda
US,F,Barbara
US,F,Elizabeth
US,F,Jennifer
US,F,Maria
US,F,Susan
US,F,Margaret
US,F,Dorothy
US,M,James
US,M,John
US,M,Robert
US,M,Michael
US,M,William
US,M,David
US,M,Richard
US,M,Charles
US,M,Joseph
US,M,Thomas
US,F,Olivia
US,F,Emma
US,F,Charlotte
US,F,Amelia
US,F,Sophia
US,F,Isabella
US,F,Ava
US,F,Mia
US,F,Evelyn
US,F,Luna
US,M,Liam
US,M,Noah
US,M,Oliver
US,M,James
US,M,Elijah
US,M,William
US,M,Henry
US,M,Lucas
US,M,Benjamin
US,M,Theodore
UY,F,Maria
UY,F,Isabella
UY,F,Valentina
UY,F,Emma
UY,F,Martina
UY,F,Catalina
UY,M,Juan
UY,M,Mateo
VE,F,Camila
VE,F,Isabella
VE,F,Victoria
VE,F,Valentina
VE,F,Valeria
VE,F,Nicole
VE,F,Samantha
VE,F,Mariana
VE,F,Antonella
VE,M,Santiago
VE,M,Samuel
VE,M,Diego
VE,M,Gabriel
VE,M,Alejandro
VE,M,David
ZA,F,Melokuhle
ZA,F,Omphile
ZA,F,Iminathi
ZA,F,Lisakhanya
ZA,F,Lethabo
ZA,F,Amahle
ZA,F,Lesedi
ZA,F,Rethabile
ZA,F,Lethokuhle
ZA,F,Asemahle
ZA,M,Lethabo
ZA,M,Lubanzi
ZA,M,Melokuhle
ZA,M,Junior
ZA,M,Lethokuhle
ZA,M,Siphosethu
ZA,M,Omphile
ZA,M,Lwandle
ZA,M,Banele
ZA,M,Ofentse
GR,F,Giorgia
MK,M,Jakob
